0.000000	0.000000	0
2.236231	2.236231	1
2.495177	2.495177	2
2.724023	2.724023	3
2.998074	2.998074	4
3.999629	3.999629	5
5.072454	5.072454	6
6.017348	6.017348	7
6.495660	6.495660	8
7.002645	7.002645	9
7.469227	7.469227	10
7.993155	7.993155	11
8.235569	8.235569	12
8.501443	8.501443	13
8.733431	8.733431	14
9.008428	9.008428	15
9.254752	9.254752	16
9.514109	9.514109	17
